id_client,secteur_activite,niveau_education
82533,Agriculture,Secondaire
82534,Commerce/N̩goce,Sup̩rieur
82535,Petit commerce,Secondaire
82536,Agriculture,Secondaire
82537,Salari̩ formel,Sans dipl̫me
82538,Salari̩ formel,Sans dipl̫me
82539,Salari̩ formel,Secondaire
82540,Salari̩ formel,Secondaire
82541,Petit commerce,Primaire
82542,Petit commerce,Sup̩rieur
82543,Salari̩ formel,Sup̩rieur
82544,Agriculture,Sup̩rieur
82545,Petit commerce,Primaire
82546,Agriculture,Secondaire
82547,Agriculture,Secondaire
82548,Petit commerce,Secondaire
82549,Agriculture,Primaire
82550,Petit commerce,Primaire
82551,Agriculture,Secondaire
82552,Agriculture,Sans dipl̫me
82553,Agriculture,Secondaire
82554,Salari̩ formel,Primaire
82555,Petit commerce,Primaire
82556,Agriculture,Secondaire
82557,Petit commerce,Sans dipl̫me
82558,Salari̩ formel,Sans dipl̫me
82559,Salari̩ formel,Secondaire
82560,Salari̩ formel,Sans dipl̫me
82561,Salari̩ formel,Primaire
82562,Salari̩ formel,Secondaire
82563,Salari̩ formel,Primaire
82564,Salari̩ formel,Primaire
82565,Salari̩ formel,Primaire
82566,Commerce/N̩goce,Sup̩rieur
82567,Agriculture,Secondaire
82568,Petit commerce,Primaire
82569,Petit commerce,Sans dipl̫me
82570,Agriculture,Secondaire
82571,Agriculture,Secondaire
82572,Salari̩ formel,Primaire
82573,Agriculture,Primaire
82574,Petit commerce,Primaire
82575,Salari̩ formel,Secondaire
82576,Petit commerce,Sans dipl̫me
82577,Agriculture,Sans dipl̫me
82578,Profession lib̩rale,Primaire
82579,Petit commerce,Sans dipl̫me
82580,Salari̩ formel,Sup̩rieur
82581,Salari̩ formel,Secondaire
82582,Petit commerce,Secondaire
82583,Agriculture,Primaire
82584,Salari̩ formel,Primaire
82585,Petit commerce,Secondaire
82586,Salari̩ formel,Sans dipl̫me
82587,Salari̩ formel,Secondaire
82588,Agriculture,Secondaire
82589,Petit commerce,Secondaire
82590,Petit commerce,Sup̩rieur
82591,Petit commerce,Sup̩rieur
82592,Petit commerce,Primaire
82593,Petit commerce,Secondaire
82594,Salari̩ formel,Sup̩rieur
82595,Salari̩ formel,Primaire
82596,Salari̩ formel,Secondaire
82597,Salari̩ formel,Sup̩rieur
82598,Agriculture,Secondaire
82599,Agriculture,Primaire
82600,Petit commerce,Sup̩rieur
82601,Agriculture,Secondaire
82602,Petit commerce,Secondaire
82603,Salari̩ formel,Secondaire
82604,Salari̩ formel,Sup̩rieur
82605,Salari̩ formel,Primaire
82606,Salari̩ formel,Secondaire
82607,Petit commerce,Secondaire
82608,Petit commerce,Sans dipl̫me
82609,Salari̩ formel,Secondaire
82610,Petit commerce,Secondaire
82611,Agriculture,Sans dipl̫me
82612,Agriculture,Primaire
82613,Salari̩ formel,Sup̩rieur
82614,Petit commerce,Sans dipl̫me
82615,Salari̩ formel,Primaire
82616,Petit commerce,Primaire
82617,Salari̩ formel,Primaire
82618,Salari̩ formel,Secondaire
82619,Salari̩ formel,Sup̩rieur
82620,Petit commerce,Secondaire
82621,Petit commerce,Secondaire
82622,Agriculture,Secondaire
82623,Agriculture,Primaire
82624,Agriculture,Secondaire
82625,Petit commerce,Sup̩rieur
82626,Petit commerce,Secondaire
82627,Salari̩ formel,Secondaire
82628,Salari̩ formel,Secondaire
82629,Petit commerce,Sans dipl̫me
82630,Petit commerce,Sup̩rieur
82631,Salari̩ formel,Secondaire
82632,Petit commerce,Primaire
82633,Petit commerce,Sans dipl̫me
82634,Petit commerce,Primaire
82635,Agriculture,Secondaire
82636,Agriculture,Secondaire
82637,Agriculture,Sup̩rieur
82638,Petit commerce,Sup̩rieur
82639,Agriculture,Secondaire
82640,Petit commerce,Secondaire
82641,Salari̩ formel,Primaire
82642,Agriculture,Primaire
82643,Profession lib̩rale,Primaire
82644,Salari̩ formel,Secondaire
82645,Salari̩ formel,Sans dipl̫me
82646,Salari̩ formel,Primaire
82647,Salari̩ formel,Primaire
82648,Salari̩ formel,Primaire
82649,Agriculture,Sup̩rieur
82650,Agriculture,Primaire
82651,Petit commerce,Secondaire
82652,Agriculture,Sup̩rieur
82653,Agriculture,Secondaire
82654,Agriculture,Secondaire
82655,Petit commerce,Secondaire
82656,Petit commerce,Secondaire
82657,Petit commerce,Sans dipl̫me
82658,Petit commerce,Secondaire
82659,Petit commerce,Secondaire
82660,Agriculture,Secondaire
82661,Petit commerce,Secondaire
82662,Salari̩ formel,Secondaire
82663,Salari̩ formel,Sup̩rieur
82664,Salari̩ formel,Secondaire
82665,Petit commerce,Secondaire
82666,Petit commerce,Sans dipl̫me
82667,Salari̩ formel,Primaire
82668,Petit commerce,Sans dipl̫me
82669,Agriculture,Primaire
82670,Petit commerce,Sans dipl̫me
82671,Salari̩ formel,Sup̩rieur
82672,Commerce/N̩goce,Secondaire
82673,Petit commerce,Secondaire
82674,Petit commerce,Sup̩rieur
82675,Salari̩ formel,Secondaire
82676,Salari̩ formel,Primaire
82677,Petit commerce,Sans dipl̫me
82678,Commerce/N̩goce,Secondaire
82679,Salari̩ formel,Sans dipl̫me
82680,Petit commerce,Primaire
82681,Salari̩ formel,Sans dipl̫me
82682,Salari̩ formel,Secondaire
82683,Salari̩ formel,Secondaire
82684,Salari̩ formel,Secondaire
82685,Salari̩ formel,Secondaire
82686,Petit commerce,Secondaire
82687,Agriculture,Primaire
82688,Agriculture,Primaire
82689,Petit commerce,Sup̩rieur
82690,Salari̩ formel,Secondaire
82691,Agriculture,Secondaire
82692,Profession lib̩rale,Secondaire
82693,Petit commerce,Primaire
82694,Agriculture,Sans dipl̫me
82695,Petit commerce,Secondaire
82696,Salari̩ formel,Sans dipl̫me
82697,Petit commerce,Sans dipl̫me
82698,Agriculture,Primaire
82699,Agriculture,Secondaire
82700,Agriculture,Sans dipl̫me
82701,Agriculture,Primaire
82702,Salari̩ formel,Primaire
82703,Petit commerce,Sans dipl̫me
82704,Salari̩ formel,Secondaire
82705,Petit commerce,Primaire
82706,Petit commerce,Secondaire
82707,Salari̩ formel,Sans dipl̫me
82708,Salari̩ formel,Secondaire
82709,Agriculture,Secondaire
82710,Petit commerce,Secondaire
82711,Petit commerce,Secondaire
82712,Petit commerce,Primaire
82713,Petit commerce,Sup̩rieur
82714,Petit commerce,Secondaire
82715,Petit commerce,Secondaire
82716,Agriculture,Sup̩rieur
82717,Petit commerce,Sup̩rieur
82718,Profession lib̩rale,Sup̩rieur
82719,Petit commerce,Primaire
82720,Petit commerce,Primaire
82721,Salari̩ formel,Secondaire
82722,Agriculture,Sup̩rieur
82723,Salari̩ formel,Primaire
82724,Salari̩ formel,Sup̩rieur
82725,Salari̩ formel,Secondaire
82726,Agriculture,Primaire
82727,Salari̩ formel,Secondaire
82728,Salari̩ formel,Sans dipl̫me
82729,Salari̩ formel,Secondaire
82730,Petit commerce,Sup̩rieur
82731,Agriculture,Secondaire
82732,Agriculture,Secondaire
82733,Agriculture,Secondaire
82734,Agriculture,Primaire
82735,Petit commerce,Secondaire
82736,Salari̩ formel,Primaire
82737,Petit commerce,Primaire
82738,Agriculture,Primaire
82739,Petit commerce,Secondaire
82740,Petit commerce,Primaire
82741,Agriculture,Sup̩rieur
82742,Salari̩ formel,Sup̩rieur
82743,Petit commerce,Sup̩rieur
82744,Agriculture,Sup̩rieur
82745,Profession lib̩rale,Secondaire
82746,Petit commerce,Primaire
82747,Petit commerce,Secondaire
82748,Commerce/N̩goce,Sans dipl̫me
82749,Commerce/N̩goce,Secondaire
82750,Salari̩ formel,Secondaire
82751,Petit commerce,Secondaire
82752,Petit commerce,Primaire
82753,Salari̩ formel,Primaire
82754,Agriculture,Sans dipl̫me
82755,Petit commerce,Sup̩rieur
82756,Agriculture,Primaire
82757,Agriculture,Secondaire
82758,Agriculture,Sans dipl̫me
82759,Salari̩ formel,Secondaire
82760,Salari̩ formel,Primaire
82761,Petit commerce,Secondaire
82762,Agriculture,Secondaire
82763,Salari̩ formel,Sup̩rieur
82764,Salari̩ formel,Secondaire
82765,Agriculture,Sup̩rieur
82766,Salari̩ formel,Sup̩rieur
82767,Agriculture,Primaire
82768,Salari̩ formel,Primaire
82769,Agriculture,Sup̩rieur
82770,Petit commerce,Secondaire
82771,Salari̩ formel,Secondaire
82772,Salari̩ formel,Sup̩rieur
82773,Salari̩ formel,Sup̩rieur
82774,Agriculture,Primaire
82775,Salari̩ formel,Primaire
82776,Petit commerce,Secondaire
82777,Petit commerce,Secondaire
82778,Salari̩ formel,Secondaire
82779,Petit commerce,Secondaire
82780,Salari̩ formel,Secondaire
82781,Petit commerce,Sans dipl̫me
82782,Salari̩ formel,Primaire
82783,Petit commerce,Primaire
82784,Petit commerce,Secondaire
82785,Salari̩ formel,Sans dipl̫me
82786,Petit commerce,Sans dipl̫me
82787,Salari̩ formel,Primaire
82788,Petit commerce,Sup̩rieur
82789,Agriculture,Primaire
82790,Agriculture,Sup̩rieur
82791,Agriculture,Secondaire
82792,Salari̩ formel,Secondaire
82793,Salari̩ formel,Primaire
82794,Salari̩ formel,Sup̩rieur
82795,Agriculture,Primaire
82796,Petit commerce,Sans dipl̫me
82797,Salari̩ formel,Secondaire
82798,Agriculture,Secondaire
82799,Salari̩ formel,Secondaire
82800,Salari̩ formel,Sans dipl̫me
82801,Petit commerce,Sup̩rieur
82802,Salari̩ formel,Sans dipl̫me
82803,Salari̩ formel,Secondaire
82804,Petit commerce,Sup̩rieur
82805,Salari̩ formel,Sans dipl̫me
82806,Salari̩ formel,Primaire
82807,Petit commerce,Primaire
82808,Salari̩ formel,Secondaire
82809,Salari̩ formel,Primaire
82810,Agriculture,Secondaire
82811,Petit commerce,Sup̩rieur
82812,Agriculture,Sup̩rieur
82813,Petit commerce,Sans dipl̫me
82814,Salari̩ formel,Primaire
82815,Agriculture,Secondaire
82816,Agriculture,Sup̩rieur
82817,Agriculture,Secondaire
82818,Agriculture,Secondaire
82819,Petit commerce,Secondaire
82820,Salari̩ formel,Sans dipl̫me
82821,Salari̩ formel,Secondaire
82822,Agriculture,Sup̩rieur
82823,Salari̩ formel,Sans dipl̫me
82824,Salari̩ formel,Secondaire
82825,Petit commerce,Sup̩rieur
82826,Salari̩ formel,Sans dipl̫me
82827,Salari̩ formel,Secondaire
82828,Salari̩ formel,Primaire
82829,Salari̩ formel,Secondaire
82830,Profession lib̩rale,Secondaire
82831,Petit commerce,Sup̩rieur
82832,Commerce/N̩goce,Primaire
82833,Petit commerce,Primaire
82834,Salari̩ formel,Sans dipl̫me
82835,Agriculture,Secondaire
82836,Petit commerce,Primaire
82837,Agriculture,Sup̩rieur
82838,Petit commerce,Sup̩rieur
82839,Agriculture,Primaire
82840,Salari̩ formel,Secondaire
82841,Salari̩ formel,Sup̩rieur
82842,Petit commerce,Primaire
82843,Petit commerce,Secondaire
82844,Petit commerce,Sup̩rieur
82845,Salari̩ formel,Primaire
82846,Salari̩ formel,Secondaire
82847,Petit commerce,Secondaire
82848,Petit commerce,Sup̩rieur
82849,Salari̩ formel,Primaire
82850,Petit commerce,Sup̩rieur
82851,Petit commerce,Sup̩rieur
82852,Petit commerce,Secondaire
82853,Salari̩ formel,Secondaire
82854,Salari̩ formel,Primaire
82855,Agriculture,Secondaire
82856,Agriculture,Sup̩rieur
82857,Agriculture,Secondaire
82858,Agriculture,Secondaire
82859,Petit commerce,Primaire
82860,Salari̩ formel,Primaire
82861,Salari̩ formel,Sans dipl̫me
82862,Agriculture,Sans dipl̫me
82863,Petit commerce,Primaire
82864,Salari̩ formel,Sup̩rieur
82865,Salari̩ formel,Sup̩rieur
82866,Petit commerce,Sans dipl̫me
82867,Commerce/N̩goce,Secondaire
82868,Salari̩ formel,Secondaire
82869,Agriculture,Secondaire
82870,Agriculture,Sans dipl̫me
82871,Petit commerce,Sup̩rieur
82872,Salari̩ formel,Secondaire
82873,Petit commerce,Sup̩rieur
82874,Petit commerce,Sup̩rieur
82875,Salari̩ formel,Primaire
82876,Salari̩ formel,Primaire
82877,Agriculture,Primaire
82878,Petit commerce,Primaire
82879,Agriculture,Secondaire
82880,Petit commerce,Sup̩rieur
82881,Petit commerce,Primaire
82882,Salari̩ formel,Primaire
82883,Petit commerce,Primaire
82884,Petit commerce,Secondaire
82885,Salari̩ formel,Secondaire
82886,Salari̩ formel,Sup̩rieur
82887,Salari̩ formel,Sans dipl̫me
82888,Petit commerce,Sup̩rieur
82889,Salari̩ formel,Sup̩rieur
82890,Commerce/N̩goce,Sup̩rieur
82891,Profession lib̩rale,Primaire
82892,Salari̩ formel,Primaire
82893,Agriculture,Sans dipl̫me
82894,Artisanat,Sup̩rieur
82895,Salari̩ formel,Sup̩rieur
82896,Salari̩ formel,Primaire
82897,Petit commerce,Primaire
82898,Salari̩ formel,Secondaire
82899,Agriculture,Primaire
82900,Agriculture,Secondaire
82901,Agriculture,Primaire
82902,Petit commerce,Secondaire
82903,Petit commerce,Secondaire
82904,Salari̩ formel,Sup̩rieur
82905,Salari̩ formel,Secondaire
82906,Salari̩ formel,Sup̩rieur
82907,Agriculture,Primaire
82908,Commerce/N̩goce,Secondaire
82909,Agriculture,Sup̩rieur
82910,Salari̩ formel,Secondaire
82911,Salari̩ formel,Primaire
82912,Agriculture,Primaire
82913,Salari̩ formel,Primaire
82914,Petit commerce,Sans dipl̫me
82915,Salari̩ formel,Sup̩rieur
82916,Petit commerce,Primaire
82917,Salari̩ formel,Sup̩rieur
82918,Petit commerce,Secondaire
82919,Agriculture,Sans dipl̫me
82920,Salari̩ formel,Primaire
82921,Salari̩ formel,Secondaire
82922,Salari̩ formel,Sans dipl̫me
82923,Salari̩ formel,Primaire
82924,Petit commerce,Secondaire
82925,Salari̩ formel,Sup̩rieur
82926,Salari̩ formel,Primaire
82927,Agriculture,Primaire
82928,Petit commerce,Sans dipl̫me
82929,Agriculture,Sans dipl̫me
82930,Petit commerce,Secondaire
82931,Salari̩ formel,Sup̩rieur
82932,Petit commerce,Sup̩rieur
82933,Agriculture,Primaire
82934,Salari̩ formel,Sans dipl̫me
82935,Agriculture,Primaire
82936,Agriculture,Secondaire
82937,Petit commerce,Secondaire
82938,Salari̩ formel,Secondaire
82939,Agriculture,Sup̩rieur
82940,Agriculture,Secondaire
82941,Petit commerce,Sans dipl̫me
82942,Agriculture,Secondaire
82943,Salari̩ formel,Sans dipl̫me
82944,Salari̩ formel,Secondaire
82945,Petit commerce,Sans dipl̫me
82946,Agriculture,Primaire
82947,Petit commerce,Sup̩rieur
82948,Petit commerce,Sup̩rieur
82949,Agriculture,Sup̩rieur
82950,Salari̩ formel,Primaire
82951,Petit commerce,Sans dipl̫me
82952,Salari̩ formel,Sup̩rieur
82953,Agriculture,Primaire
82954,Salari̩ formel,Primaire
82955,Agriculture,Secondaire
82956,Profession lib̩rale,Sans dipl̫me
82957,Salari̩ formel,Sup̩rieur
82958,Salari̩ formel,Primaire
82959,Salari̩ formel,Primaire
82960,Petit commerce,Primaire
82961,Petit commerce,Secondaire
82962,Artisanat,Primaire
82963,Agriculture,Sup̩rieur
82964,Salari̩ formel,Secondaire
82965,Agriculture,Sup̩rieur
82966,Salari̩ formel,Secondaire
82967,Agriculture,Secondaire
82968,Agriculture,Sans dipl̫me
82969,Salari̩ formel,Sans dipl̫me
82970,Agriculture,Primaire
82971,Petit commerce,Secondaire
82972,Artisanat,Sans dipl̫me
82973,Agriculture,Secondaire
82974,Agriculture,Sup̩rieur
82975,Agriculture,Primaire
82976,Agriculture,Secondaire
82977,Agriculture,Secondaire
82978,Salari̩ formel,Secondaire
82979,Commerce/N̩goce,Secondaire
82980,Salari̩ formel,Secondaire
82981,Petit commerce,Sans dipl̫me
82982,Salari̩ formel,Primaire
82983,Petit commerce,Sup̩rieur
82984,Petit commerce,Sans dipl̫me
82985,Salari̩ formel,Secondaire
82986,Salari̩ formel,Sans dipl̫me
82987,Agriculture,Sup̩rieur
82988,Agriculture,Sup̩rieur
82989,Petit commerce,Secondaire
82990,Artisanat,Sup̩rieur
82991,Petit commerce,Sup̩rieur
82992,Agriculture,Sans dipl̫me
82993,Salari̩ formel,Primaire
82994,Salari̩ formel,Secondaire
82995,Agriculture,Secondaire
82996,Agriculture,Secondaire
82997,Agriculture,Secondaire
82998,Agriculture,Secondaire
82999,Salari̩ formel,Primaire
83000,Petit commerce,Secondaire
83001,Salari̩ formel,Secondaire
83002,Petit commerce,Sup̩rieur
83003,Salari̩ formel,Secondaire
83004,Artisanat,Sup̩rieur
83005,Salari̩ formel,Sans dipl̫me
83006,Salari̩ formel,Secondaire
83007,Agriculture,Secondaire
83008,Petit commerce,Sup̩rieur
83009,Salari̩ formel,Sans dipl̫me
83010,Salari̩ formel,Primaire
83011,Petit commerce,Primaire
83012,Petit commerce,Secondaire
83013,Salari̩ formel,Sans dipl̫me
83014,Petit commerce,Primaire
83015,Profession lib̩rale,Primaire
83016,Salari̩ formel,Secondaire
83017,Salari̩ formel,Secondaire
83018,Petit commerce,Sup̩rieur
83019,Salari̩ formel,Sup̩rieur
83020,Salari̩ formel,Secondaire
83021,Agriculture,Primaire
83022,Salari̩ formel,Secondaire
83023,Petit commerce,Primaire
83024,Agriculture,Sup̩rieur
83025,Petit commerce,Primaire
83026,Salari̩ formel,Primaire
83027,Petit commerce,Primaire
83028,Petit commerce,Secondaire
83029,Agriculture,Primaire
83030,Salari̩ formel,Sup̩rieur
83031,Agriculture,Sup̩rieur
83032,Salari̩ formel,Sup̩rieur
83033,Agriculture,Sup̩rieur
83034,Salari̩ formel,Primaire
83035,Profession lib̩rale,Secondaire
83036,Salari̩ formel,Secondaire
83037,Agriculture,Secondaire
83038,Petit commerce,Sup̩rieur
83039,Salari̩ formel,Secondaire
83040,Agriculture,Secondaire
83041,Petit commerce,Sup̩rieur
83042,Agriculture,Sup̩rieur
83043,Petit commerce,Primaire
83044,Salari̩ formel,Primaire
83045,Petit commerce,Secondaire
83046,Salari̩ formel,Sans dipl̫me
83047,Petit commerce,Secondaire
83048,Salari̩ formel,Secondaire
83049,Petit commerce,Primaire
83050,Agriculture,Sans dipl̫me
83051,Salari̩ formel,Primaire
83052,Salari̩ formel,Sup̩rieur
83053,Petit commerce,Secondaire
83054,Agriculture,Sup̩rieur
83055,Salari̩ formel,Primaire
83056,Salari̩ formel,Sans dipl̫me
83057,Agriculture,Sans dipl̫me
83058,Agriculture,Primaire
83059,Agriculture,Sans dipl̫me
83060,Salari̩ formel,Secondaire
83061,Commerce/N̩goce,Sans dipl̫me
83062,Petit commerce,Secondaire
83063,Salari̩ formel,Secondaire
83064,Salari̩ formel,Sans dipl̫me
83065,Salari̩ formel,Sans dipl̫me
83066,Salari̩ formel,Sup̩rieur
83067,Salari̩ formel,Secondaire
83068,Agriculture,Secondaire
83069,Salari̩ formel,Sup̩rieur
83070,Salari̩ formel,Secondaire
83071,Salari̩ formel,Sup̩rieur
83072,Agriculture,Secondaire
83073,Agriculture,Secondaire
83074,Agriculture,Primaire
83075,Salari̩ formel,Secondaire
83076,Agriculture,Secondaire
83077,Salari̩ formel,Primaire
83078,Salari̩ formel,Sans dipl̫me
83079,Petit commerce,Secondaire
83080,Agriculture,Secondaire
83081,Petit commerce,Sup̩rieur
83082,Petit commerce,Sans dipl̫me
83083,Profession lib̩rale,Primaire
83084,Agriculture,Secondaire
83085,Agriculture,Primaire
83086,Salari̩ formel,Secondaire
83087,Petit commerce,Secondaire
83088,Agriculture,Primaire
83089,Agriculture,Secondaire
83090,Petit commerce,Secondaire
83091,Petit commerce,Sans dipl̫me
83092,Petit commerce,Secondaire
83093,Agriculture,Primaire
83094,Petit commerce,Secondaire
83095,Agriculture,Primaire
83096,Salari̩ formel,Secondaire
83097,Salari̩ formel,Sans dipl̫me
83098,Petit commerce,Secondaire
83099,Agriculture,Sup̩rieur
83100,Petit commerce,Sans dipl̫me
83101,Commerce/N̩goce,Sup̩rieur
83102,Agriculture,Sup̩rieur
83103,Salari̩ formel,Secondaire
83104,Salari̩ formel,Secondaire
83105,Agriculture,Secondaire
83106,Agriculture,Sans dipl̫me
83107,Agriculture,Secondaire
83108,Petit commerce,Primaire
83109,Petit commerce,Secondaire
83110,Agriculture,Primaire
83111,Agriculture,Sans dipl̫me
83112,Petit commerce,Sup̩rieur
83113,Agriculture,Primaire
83114,Salari̩ formel,Sans dipl̫me
83115,Agriculture,Primaire
83116,Agriculture,Sup̩rieur
83117,Agriculture,Primaire
83118,Agriculture,Primaire
83119,Commerce/N̩goce,Sup̩rieur
83120,Agriculture,Primaire
83121,Petit commerce,Secondaire
83122,Petit commerce,Secondaire
83123,Salari̩ formel,Secondaire
83124,Salari̩ formel,Secondaire
83125,Petit commerce,Primaire
83126,Artisanat,Secondaire
83127,Petit commerce,Secondaire
83128,Salari̩ formel,Secondaire
83129,Petit commerce,Primaire
83130,Salari̩ formel,Secondaire
83131,Petit commerce,Primaire
83132,Agriculture,Secondaire
83133,Agriculture,Sans dipl̫me
83134,Salari̩ formel,Sup̩rieur
83135,Agriculture,Secondaire
83136,Salari̩ formel,Sans dipl̫me
83137,Agriculture,Sans dipl̫me
83138,Petit commerce,Secondaire
83139,Petit commerce,Secondaire
83140,Petit commerce,Secondaire
83141,Salari̩ formel,Primaire
83142,Agriculture,Primaire
83143,Profession lib̩rale,Secondaire
83144,Petit commerce,Primaire
83145,Salari̩ formel,Secondaire
83146,Agriculture,Secondaire
83147,Salari̩ formel,Sup̩rieur
83148,Salari̩ formel,Secondaire
83149,Agriculture,Sup̩rieur
83150,Petit commerce,Sup̩rieur
83151,Salari̩ formel,Sup̩rieur
83152,Salari̩ formel,Secondaire
83153,Agriculture,Primaire
83154,Salari̩ formel,Primaire
83155,Agriculture,Secondaire
83156,Salari̩ formel,Sup̩rieur
83157,Petit commerce,Primaire
83158,Petit commerce,Primaire
83159,Petit commerce,Secondaire
83160,Petit commerce,Secondaire
83161,Agriculture,Secondaire
83162,Agriculture,Primaire
83163,Agriculture,Sup̩rieur
83164,Commerce/N̩goce,Secondaire
83165,Agriculture,Sans dipl̫me
83166,Petit commerce,Sup̩rieur
83167,Salari̩ formel,Primaire
83168,Salari̩ formel,Sup̩rieur
83169,Petit commerce,Primaire
83170,Petit commerce,Sup̩rieur
83171,Agriculture,Secondaire
83172,Agriculture,Secondaire
83173,Salari̩ formel,Sup̩rieur
83174,Salari̩ formel,Primaire
83175,Agriculture,Primaire
83176,Agriculture,Secondaire
83177,Petit commerce,Secondaire
83178,Agriculture,Primaire
83179,Petit commerce,Secondaire
83180,Agriculture,Sup̩rieur
83181,Salari̩ formel,Primaire
83182,Petit commerce,Sans dipl̫me
83183,Salari̩ formel,Sans dipl̫me
83184,Petit commerce,Secondaire
83185,Petit commerce,Secondaire
83186,Salari̩ formel,Sup̩rieur
83187,Salari̩ formel,Sans dipl̫me
83188,Agriculture,Primaire
83189,Petit commerce,Sup̩rieur
83190,Agriculture,Primaire
83191,Petit commerce,Sup̩rieur
83192,Agriculture,Secondaire
83193,Salari̩ formel,Sans dipl̫me
83194,Salari̩ formel,Secondaire
83195,Agriculture,Primaire
83196,Salari̩ formel,Secondaire
83197,Agriculture,Secondaire
83198,Petit commerce,Primaire
83199,Petit commerce,Primaire
83200,Salari̩ formel,Secondaire
83201,Salari̩ formel,Secondaire
83202,Salari̩ formel,Sup̩rieur
83203,Salari̩ formel,Sup̩rieur
83204,Petit commerce,Secondaire
83205,Agriculture,Sup̩rieur
83206,Salari̩ formel,Primaire
83207,Agriculture,Primaire
83208,Salari̩ formel,Sup̩rieur
83209,Salari̩ formel,Sans dipl̫me
83210,Salari̩ formel,Secondaire
83211,Agriculture,Sans dipl̫me
83212,Agriculture,Primaire
83213,Agriculture,Primaire
83214,Petit commerce,Secondaire
83215,Profession lib̩rale,Primaire
83216,Petit commerce,Primaire
83217,Agriculture,Sans dipl̫me
83218,Petit commerce,Sup̩rieur
83219,Agriculture,Secondaire
83220,Commerce/N̩goce,Secondaire
83221,Salari̩ formel,Secondaire
83222,Agriculture,Primaire
83223,Salari̩ formel,Sans dipl̫me
83224,Agriculture,Primaire
83225,Profession lib̩rale,Sans dipl̫me
83226,Agriculture,Sup̩rieur
83227,Agriculture,Secondaire
83228,Salari̩ formel,Sup̩rieur
83229,Salari̩ formel,Sup̩rieur
83230,Salari̩ formel,Secondaire
83231,Salari̩ formel,Primaire
83232,Salari̩ formel,Sans dipl̫me
83233,Salari̩ formel,Sans dipl̫me
83234,Salari̩ formel,Sans dipl̫me
83235,Salari̩ formel,Sup̩rieur
83236,Salari̩ formel,Secondaire
83237,Agriculture,Sup̩rieur
83238,Salari̩ formel,Primaire
83239,Salari̩ formel,Secondaire
83240,Agriculture,Primaire
83241,Commerce/N̩goce,Secondaire
83242,Petit commerce,Primaire
83243,Agriculture,Sup̩rieur
83244,Petit commerce,Sans dipl̫me
83245,Salari̩ formel,Sup̩rieur
83246,Salari̩ formel,Sup̩rieur
83247,Salari̩ formel,Secondaire
83248,Agriculture,Primaire
83249,Agriculture,Primaire
83250,Salari̩ formel,Primaire
83251,Agriculture,Primaire
83252,Agriculture,Primaire
83253,Salari̩ formel,Secondaire
83254,Petit commerce,Sup̩rieur
83255,Profession lib̩rale,Secondaire
83256,Salari̩ formel,Secondaire
83257,Agriculture,Sans dipl̫me
83258,Petit commerce,Primaire
83259,Salari̩ formel,Sans dipl̫me
83260,Salari̩ formel,Secondaire
83261,Salari̩ formel,Secondaire
83262,Salari̩ formel,Secondaire
83263,Salari̩ formel,Primaire
83264,Salari̩ formel,Secondaire
83265,Salari̩ formel,Secondaire
83266,Petit commerce,Secondaire
83267,Agriculture,Sup̩rieur
83268,Salari̩ formel,Secondaire
83269,Agriculture,Sup̩rieur
83270,Salari̩ formel,Primaire
83271,Petit commerce,Secondaire
83272,Salari̩ formel,Sup̩rieur
83273,Agriculture,Sup̩rieur
83274,Commerce/N̩goce,Secondaire
83275,Petit commerce,Secondaire
83276,Agriculture,Sup̩rieur
83277,Artisanat,Secondaire
83278,Petit commerce,Primaire
83279,Petit commerce,Secondaire
83280,Petit commerce,Secondaire
83281,Agriculture,Sup̩rieur
83282,Salari̩ formel,Secondaire
83283,Petit commerce,Secondaire
83284,Agriculture,Secondaire
83285,Petit commerce,Primaire
83286,Artisanat,Secondaire
83287,Agriculture,Secondaire
83288,Agriculture,Sans dipl̫me
83289,Agriculture,Secondaire
83290,Petit commerce,Sup̩rieur
83291,Agriculture,Secondaire
83292,Agriculture,Primaire
83293,Agriculture,Sans dipl̫me
83294,Agriculture,Sans dipl̫me
83295,Agriculture,Sans dipl̫me
83296,Agriculture,Secondaire
